latitude,longitude,region,country,admin1,localityName,localityQuality,observationDate,reportingDate,status,disease,type,species,sumAtRisk,sumCases,sumDeaths
36.789341,126.930994,Asia,Republic of Korea,Chungchongnam-do,Asan-si,Exact,12-08-2016,05-04-2017,Confirmed,Influenza - Avian,Domestic, Chicken,240190,190,190
36.876377,127.519756,Asia,Republic of Korea,Chungchongbuk-do,Jincheon-gun,Exact,12-07-2016,05-04-2017,Confirmed,Influenza - Avian,Domestic, Chicken,92534,34,34
37.111525,127.502441,Asia,Republic of Korea,Kyonggi-do,Anseong-si,Exact,12-07-2016,05-04-2017,Confirmed,Influenza - Avian,Domestic, Chicken,59500,100,100
37.258769,127.562825,Asia,Republic of Korea,Kyonggi-do,Yeoju-si,Exact,12-07-2016,05-04-2017,Confirmed,Influenza - Avian,Domestic, Chicken,208205,30,30
38.101633,127.284434,Asia,Republic of Korea,Kyonggi-do,Pocheon-si,Exact,12-06-2016,05-04-2017,Confirmed,Influenza - Avian,Domestic, Chicken,67500,65,65
37.185594,127.542383,Asia,Republic of Korea,Kyonggi-do,Yeoju-si,Exact,12-06-2016,05-04-2017,Confirmed,Influenza - Avian,Domestic, Chicken,129383,103,103
36.88963,127.639041,Asia,Republic of Korea,Chungchongbuk-do,Eumseong-gun,Exact,12-06-2016,05-04-2017,Confirmed,Influenza - Avian,Domestic, Chicken,73200,200,200
36.512575,127.376425,Asia,Republic of Korea,Chungchongbuk-do,Bugang-myeon,Exact,12-06-2016,05-04-2017,Confirmed,Influenza - Avian,Domestic, Chicken,70050,50,50
31.737024,34.723034,Asia,Israel,Southern District,Beer Toviyya,Exact,12-06-2016,12-25-2016,Confirmed,Influenza - Avian,Domestic, Chicken,22000,2000,500
38.0435,46.532,Asia,Iran  (Islamic Republic of),East Azarbayejan,Simorghetokhmtala Farm,Exact,12-06-2016,12-18-2016,Confirmed,Influenza - Avian,Domestic, Chicken,53000,18000,463
36.541194,127.339525,Asia,Republic of Korea,Taejon,Yeongdong-myeon,Exact,12-05-2016,05-04-2017,Confirmed,Influenza - Avian,Domestic, Chicken,1300,100,100
36.960938,127.863708,Asia,Republic of Korea,Chungchongbuk-do,Chungju-si,Exact,12-05-2016,05-04-2017,Confirmed,Influenza - Avian,Domestic, Chicken,147,10,10
36.736683,127.128077,Asia,Republic of Korea,Chungchongnam-do,Cheonan-si,Exact,12-05-2016,05-04-2017,Confirmed,Influenza - Avian,Domestic, Chicken,125430,50,50
38.102311,127.285009,Asia,Republic of Korea,Kyonggi-do,Pocheon-si,Exact,12-05-2016,05-04-2017,Confirmed,Influenza - Avian,Domestic, Chicken,68643,48,48
37.155577,127.538902,Asia,Republic of Korea,Kyonggi-do,Icheon-si,Exact,12-05-2016,05-04-2017,Confirmed,Influenza - Avian,Domestic, Chicken,22955,55,55
46.5511,19.6728,Europe,Hungary,Bacs-kiskun,Szank,Exact,12-05-2016,12-14-2016,Confirmed,Influenza - Avian,Domestic, Chicken,20,0,0
38.042025,127.269413,Asia,Republic of Korea,Kyonggi-do,Pocheon-si,Exact,12-04-2016,05-04-2017,Confirmed,Influenza - Avian,Domestic, Chicken,29380,20,20
38.042025,127.269413,Asia,Republic of Korea,Kyonggi-do,Pocheon-si,Exact,12-04-2016,05-04-2017,Confirmed,Influenza - Avian,Domestic, Chicken,23704,66,66
37.12423,127.551855,Asia,Republic of Korea,Kyonggi-do,Icheon-si,Exact,12-04-2016,05-04-2017,Confirmed,Influenza - Avian,Domestic, Chicken,10030,30,30
38.042025,127.269413,Asia,Republic of Korea,Kyonggi-do,Pocheon-si,Exact,12-04-2016,05-04-2017,Confirmed,Influenza - Avian,Domestic, Chicken,187949,25,25
36.75065,127.11418,Asia,Republic of Korea,Chungchongnam-do,Cheonan-si,Exact,12-04-2016,05-04-2017,Confirmed,Influenza - Avian,Domestic, Chicken,160605,25,25
36.75065,127.11418,Asia,Republic of Korea,Chungchongnam-do,Cheonan-si,Exact,12-04-2016,05-04-2017,Confirmed,Influenza - Avian,Domestic, Chicken,43080,600,600
37.055016,127.519516,Asia,Republic of Korea,Kyonggi-do,Eumseong-gun,Exact,12-04-2016,05-04-2017,Confirmed,Influenza - Avian,Domestic, Chicken,201446,82,82
36.609491,127.3328,Asia,Republic of Korea,Chungchongbuk-do,Cheongju-si,Exact,12-04-2016,05-04-2017,Confirmed,Influenza - Avian,Domestic, Chicken,1000,500,500
44.071944,2.097778,Europe,France,Midi-Pyrenees,MonastiÃƒÂ©s,Exact,12-04-2016,12-08-2016,Confirmed,Influenza - Avian,Domestic, Chicken,7000,50,50
37.125844,127.52803,Asia,Republic of Korea,Kyonggi-do,Icheon-si,Exact,12-03-2016,05-04-2017,Confirmed,Influenza - Avian,Domestic, Chicken,95860,91,91
37.063991,127.54553,Asia,Republic of Korea,Kyonggi-do,Icheon-si,Exact,12-03-2016,05-04-2017,Confirmed,Influenza - Avian,Domestic, Chicken,622144,125,125
37.236369,127.505216,Asia,Republic of Korea,Kyonggi-do,Icheon-si,Exact,12-03-2016,05-04-2017,Confirmed,Influenza - Avian,Domestic, Chicken,371926,20,20
38.154402,127.262388,Asia,Republic of Korea,Kang-won-do,Pocheon-si,Exact,12-03-2016,05-04-2017,Confirmed,Influenza - Avian,Domestic, Chicken,160260,100,100
37.032386,126.882764,Asia,Republic of Korea,Kyonggi-do,Pyeongtaek-si,Exact,12-03-2016,05-04-2017,Confirmed,Influenza - Avian,Domestic, Chicken,571320,125,125
34.8564,50.8555,Asia,Iran  (Islamic Republic of),Ghom,Yusefi Farm,Exact,12-03-2016,12-18-2016,Confirmed,Influenza - Avian,Domestic, Chicken,119579,50000,75
38.106813,127.286366,Asia,Republic of Korea,Kyonggi-do,Pocheon-si,Exact,12-02-2016,05-04-2017,Confirmed,Influenza - Avian,Domestic, Chicken,29926,14,14
38.106813,127.286366,Asia,Republic of Korea,Kyonggi-do,Pocheon-si,Exact,12-02-2016,05-04-2017,Confirmed,Influenza - Avian,Domestic, Chicken,18396,20,20
38.106813,127.286366,Asia,Republic of Korea,Kyonggi-do,Pocheon-si,Exact,12-02-2016,05-04-2017,Confirmed,Influenza - Avian,Domestic, Chicken,31280,20,20
38.106813,127.286366,Asia,Republic of Korea,Kyonggi-do,Pocheon-si,Exact,12-02-2016,05-04-2017,Confirmed,Influenza - Avian,Domestic, Chicken,34623,11,11
38.106813,127.286366,Asia,Republic of Korea,Kyonggi-do,Pocheon-si,Exact,12-02-2016,05-04-2017,Confirmed,Influenza - Avian,Domestic, Chicken,27905,3000,3000
37.11523,127.535188,Asia,Republic of Korea,Kyonggi-do,Icheon-si,Exact,12-02-2016,05-04-2017,Confirmed,Influenza - Avian,Domestic, Chicken,59251,20,20
36.845727,126.89028,Asia,Republic of Korea,Chungchongnam-do,Asan-si,Exact,12-02-2016,05-04-2017,Confirmed,Influenza - Avian,Domestic, Chicken,160100,100,100
36.786105,126.936477,Asia,Republic of Korea,Chungchongnam-do,Asan-si,Exact,12-02-2016,05-04-2017,Confirmed,Influenza - Avian,Domestic, Chicken,200300,300,300
36.786105,126.936477,Asia,Republic of Korea,Chungchongnam-do,Asan-si,Exact,12-02-2016,05-04-2017,Confirmed,Influenza - Avian,Domestic, Chicken,4741,241,241
36.879683,127.496813,Asia,Republic of Korea,Chungchongbuk-do,Jincheon-gun,Exact,12-02-2016,05-04-2017,Confirmed,Influenza - Avian,Domestic, Chicken,200175,175,175
37.050908,127.533322,Asia,Republic of Korea,Kyonggi-do,Eumseong-gun,Exact,12-02-2016,05-04-2017,Confirmed,Influenza - Avian,Domestic, Chicken,126020,20,20
47.4258,47.2987,Europe,Russian Federation,Astrakhanskaya Oblast,Kharablinskaya,Exact,12-02-2016,12-08-2016,Confirmed,Influenza - Avian,Domestic, Chicken,54360,5100,5100
36.863697,127.494983,Asia,Republic of Korea,Chungchongbuk-do,Jincheon-gun,Exact,12-01-2016,05-04-2017,Confirmed,Influenza - Avian,Domestic, Chicken,30210,210,210
36.596905,127.326827,Asia,Republic of Korea,Chungchongbuk-do,Cheongju-si,Exact,12-01-2016,05-04-2017,Confirmed,Influenza - Avian,Domestic, Chicken,163462,41,41
35.237544,126.780477,Asia,Republic of Korea,Chollanam-do,Jangseong-gun,Exact,12-01-2016,05-04-2017,Confirmed,Influenza - Avian,Domestic, Chicken,1757,50,50
37.041566,127.139463,Asia,Republic of Korea,Kyonggi-do,Anseong-si,Exact,12-01-2016,05-04-2017,Confirmed,Influenza - Avian,Domestic, Chicken,39246,500,500
43.86233,0.101967,Europe,France,Midi-Pyrenees,Eauze,Exact,12-01-2016,12-02-2016,Confirmed,Influenza - Avian,Domestic, Chicken,1640,100,100
43.2342,0.0025,Europe,France,Midi-Pyrenees,Ibos,Exact,12-01-2016,12-02-2016,Confirmed,Influenza - Avian,Domestic, Chicken,1000,0,0
44.1017,2.1675,Europe,France,Midi-Pyrenees,Almayrac,Exact,12-01-2016,12-02-2016,Confirmed,Influenza - Avian,Domestic, Chicken,6120,300,300
44.549167,0.535833,Europe,France,Aquitaine,Monbahus,Exact,12-01-2016,12-02-2016,Confirmed,Influenza - Avian,Domestic, Chicken,4950,200,200
43.947222,0.286111,Europe,France,Midi-Pyrenees,Beaumont sur l''''Osse,Exact,12-01-2016,12-02-2016,Confirmed,Influenza - Avian,Domestic, Chicken,690,100,100
43.5008,0.2139,Europe,France,Midi-Pyrenees,Monlezun,Exact,12-01-2016,12-02-2016,Confirmed,Influenza - Avian,Domestic, Chicken,15600,100,100
38.119677,127.29093,Asia,Republic of Korea,Kyonggi-do,Cheolwon-gun,Exact,11-30-2016,05-04-2017,Confirmed,Influenza - Avian,Domestic, Chicken,31670,50,50
37.089536,126.975977,Asia,Republic of Korea,Kyonggi-do,Hwaseong-si,Exact,11-29-2016,05-04-2017,Confirmed,Influenza - Avian,Domestic, Chicken,21622,200,200
46.4697,19.8419,Europe,Hungary,Bacs-kiskun,KÃƒÂ¶mpÃƒÂ¶c,Exact,11-29-2016,12-13-2016,Confirmed,Influenza - Avian,Domestic, Chicken,70000,0,0
37.807875,126.973,Asia,Republic of Korea,Kyonggi-do,Yangju-si,Exact,11-28-2016,05-04-2017,Confirmed,Influenza - Avian,Domestic, Chicken,15941,0,0
35.71038,50.80541,Asia,Iran  (Islamic Republic of),Tehran,Damanabi Farm,Exact,11-28-2016,12-03-2016,Confirmed,Influenza - Avian,Domestic, Chicken,30995,9000,750
35.66856,50.79544,Asia,Iran  (Islamic Republic of),Tehran,Toyurparvaran Eram,Exact,11-28-2016,12-03-2016,Confirmed,Influenza - Avian,Domestic, Chicken,218987,32030,398
36.943075,127.535905,Asia,Republic of Korea,Chungchongbuk-do,Eumseong-gun,Exact,11-27-2016,05-04-2017,Confirmed,Influenza - Avian,Domestic, Chicken,83130,130,130
36.640777,127.25995,Asia,Republic of Korea,Chungchongbuk-do,Jeondong-myeon,Exact,11-26-2016,05-04-2017,Confirmed,Influenza - Avian,Domestic, Chicken,700650,650,650
37.794216,126.979958,Asia,Republic of Korea,Kyonggi-do,Yangju-si,Exact,11-26-2016,05-04-2017,Confirmed,Influenza - Avian,Domestic, Chicken,97435,580,580
37.248711,127.505447,Asia,Republic of Korea,Kyonggi-do,Icheon-si,Exact,11-26-2016,05-04-2017,Confirmed,Influenza - Avian,Domestic, Chicken,203314,450,450
37.054338,127.247719,Asia,Republic of Korea,Kyonggi-do,Anseong-si,Exact,11-25-2016,05-04-2017,Confirmed,Influenza - Avian,Domestic, Chicken,27206,550,550
37.140711,127.537694,Asia,Republic of Korea,Kyonggi-do,Icheon-si,Exact,11-25-2016,05-04-2017,Confirmed,Influenza - Avian,Domestic, Chicken,159523,200,200
36.771744,126.955952,Asia,Republic of Korea,Chungchongnam-do,Asan-si,Exact,11-23-2016,05-04-2017,Confirmed,Influenza - Avian,Domestic, Chicken,53000,3000,3000
31.756684,34.67755,Asia,Israel,Southern District,SEDE UZZIYYAHU,Unknown,11-22-2016,01-18-2017,Confirmed,Newcastle Disease,Domestic, Chicken,42750,0,0
10.0514,9.0432,Africa,Nigeria,Bauchi,Toro,Exact,11-21-2016,11-28-2016,Confirmed,Influenza - Avian,Domestic, Chicken,514,274,274
55.995309,13.441772,Europe,Sweden,Skaane Laen,Skane Lan,Centroid Locality,11-21-2016,11-24-2016,Confirmed,Influenza - Avian,Domestic, Chicken,153000,37000,435
37.801392,126.972725,Asia,Republic of Korea,Kyonggi-do,Yangju-si,Exact,11-20-2016,11-24-2016,Confirmed,Influenza - Avian,Domestic, Chicken,15500,240,240
24.355329,120.579181,Asia,Taiwan (Province of China),Taiwan Sheng,DaÃ¢â‚¬â„¢an District,Exact,11-16-2016,12-08-2016,Confirmed,Influenza - Avian,Domestic, Chicken,750,0,0
5.1908,6.6513,Africa,Nigeria,Rivers,Ikwere,Exact,11-15-2016,11-21-2016,Confirmed,Influenza - Avian,Domestic, Chicken,800,54,54
4.984795,6.920082,Africa,Nigeria,Rivers,Ikwere,Unknown,11-14-2016,11-17-2016,Confirmed,Influenza - Avian,Domestic, Chicken,2000,196,196
33.082342,35.283452,Asia,Israel,Northern,Shomera 3,Unknown,11-08-2016,01-18-2017,Confirmed,Newcastle Disease,Domestic, Chicken,2400,0,0
33.082342,35.283452,Asia,Israel,Northern,Shomera,Unknown,11-08-2016,01-18-2017,Confirmed,Newcastle Disease,Domestic, Chicken,2400,0,0
33.082342,35.283452,Asia,Israel,Northern,Shomera,Unknown,11-02-2016,01-18-2017,Confirmed,Newcastle Disease,Domestic, Chicken,3500,0,0
33.063432,35.219191,Asia,Israel,Northern,ELON,Unknown,11-01-2016,01-18-2017,Confirmed,Newcastle Disease,Domestic, Chicken,60000,6000,800
5.035649,6.873486,Africa,Nigeria,Rivers,Ikwerre,Centroid Admin2,10-28-2016,11-01-2016,Confirmed,Influenza - Avian,Domestic, Chicken,2000,50,50
5.5749,-0.33302,Africa,Ghana,Greater Accra,Upper Weija,Exact,10-26-2016,11-23-2016,Confirmed,Influenza - Avian,Domestic, Chicken,650,389,389
5.54664,-0.31106,Africa,Ghana,Greater Accra,Tettegu,Exact,10-24-2016,11-23-2016,Confirmed,Influenza - Avian,Domestic, Chicken,900,423,423
23.86125,120.422528,Asia,Taiwan (Province of China),Taiwan Sheng,Zhutang Township,Unknown,09-28-2016,10-17-2016,Confirmed,Influenza - Avian,Domestic, Chicken,28200,5192,5192
9.2204,7.736,Africa,Nigeria,Nassarawa,Koso,Exact,09-13-2016,09-27-2016,Confirmed,Influenza - Avian,Domestic, Chicken,100000,10000,10000
6.64778,6.23292,Africa,Nigeria,Edo,Oshimili,Exact,09-12-2016,09-27-2016,Confirmed,Influenza - Avian,Domestic, Chicken,100,90,90
8.986736,10.03513,Africa,Nigeria,Plateau,Toro,Exact,09-11-2016,09-27-2016,Confirmed,Influenza - Avian,Domestic, Chicken,9700,104,104
5.59915,-0.08999,Africa,Ghana,Greater Accra,Nungua Estates,Exact,09-08-2016,09-14-2016,Confirmed,Influenza - Avian,Domestic, Chicken,400,119,119
5.5855,-0.1155,Africa,Ghana,Greater Accra,Teshie South Sutsuruno,Exact,08-18-2016,09-10-2016,Confirmed,Influenza - Avian,Domestic, Chicken,300,121,121
5.53493,-0.43527,Africa,Ghana,Central,Kasoa American Town,Exact,08-14-2016,08-31-2016,Confirmed,Influenza - Avian,Domestic, Chicken,1036,972,972
5.59962,-0.8984,Africa,Ghana,Central,Teshie Nungua Estates,Exact,08-13-2016,09-10-2016,Confirmed,Influenza - Avian,Domestic, Chicken,200,25,25
5.60388,-0.34729,Africa,Ghana,Greater Accra,Juma,Exact,08-02-2016,08-31-2016,Confirmed,Influenza - Avian,Domestic, Chicken,390,200,200
5.354455,-4.258067,Africa,CÃƒÂ´te d'Ivoire,District autonome de Abidjan,Yopougon (Songon Agba AttiÃƒÂ©),Exact,07-27-2016,10-03-2016,Confirmed,Influenza - Avian,Domestic, Chicken,70000,44634,44634
5.54519,-0.39011,Africa,Ghana,Greater Accra,Mallam Kokrokoo,Exact,07-20-2016,08-31-2016,Confirmed,Influenza - Avian,Domestic, Chicken,702,20,20
45.08139,1.359444,Europe,France,Aquitaine,LA DORNAC,Unknown,07-13-2016,07-19-2016,Confirmed,Influenza - Avian,Domestic, Chicken,4400,1000,1000
5.331072,-4.238687,Africa,CÃƒÂ´te d'Ivoire,District autonome de Abidjan,Songon -Aghan,Exact,07-04-2016,07-27-2016,Confirmed,Influenza - Avian,Domestic, Chicken,4100,1070,1070
5.329782,-4.238762,Africa,CÃƒÂ´te d'Ivoire,District autonome de Abidjan,Songon-Agban,Exact,07-04-2016,07-27-2016,Confirmed,Influenza - Avian,Domestic, Chicken,1070,507,507
22.6336,120.364,Asia,Taiwan (Province of China),Taiwan Sheng,Fengshan District,Exact,07-03-2016,07-22-2016,Confirmed,Influenza - Avian,Domestic, Chicken,541,2,2
5.54708,-0.42547,Africa,Ghana,Central,Kasoa,Exact,07-03-2016,07-11-2016,Confirmed,Influenza - Avian,Domestic, Chicken,1500,734,734
5.54819,-0.38646,Africa,Ghana,Greater Accra,Old Amanfro,Exact,07-01-2016,07-11-2016,Confirmed,Influenza - Avian,Domestic, Chicken,250,250,250
5.54819,-0.38646,Africa,Ghana,Greater Accra,Old Amanfro,Exact,06-30-2016,08-31-2016,Confirmed,Influenza - Avian,Domestic, Chicken,250,250,250
5.29464,-3.783389,Africa,CÃƒÂ´te d'Ivoire,District autonome de Abidjan,Eloka-Bingerville,Exact,06-24-2016,07-27-2016,Confirmed,Influenza - Avian,Domestic, Chicken,27453,2483,2483
25.0302,121.49,Asia,Taiwan (Province of China),Taiwan Sheng,Wanhua District,Exact,06-23-2016,07-22-2016,Confirmed,Influenza - Avian,Domestic, Chicken,103,1,1
6.42202,2.90235,Africa,Nigeria,Lagos,Olorunda,Exact,06-22-2016,06-28-2016,Confirmed,Influenza - Avian,Domestic, Chicken,4000,1355,1355
5.5772,-0.2413,Africa,Ghana,Greater Accra,Accra Academy Secondary School,Exact,06-11-2016,06-28-2016,Confirmed,Influenza - Avian,Domestic, Chicken,900,812,812
6.76478,-1.7972,Africa,Ghana,Ashanti,Amadom Adankwame,Exact,06-10-2016,06-28-2016,Confirmed,Influenza - Avian,Domestic, Chicken,4808,3132,3132
3.829693,11.479581,Africa,Cameroon,Centre,Jouvence,Unknown,06-03-2016,07-04-2016,Confirmed,Influenza - Avian,Domestic, Chicken,831,300,300
8.8508,7.1715,Africa,Nigeria,Abuja,Busaru,Exact,06-03-2016,06-09-2016,Confirmed,Influenza - Avian,Domestic, Chicken,400,40,40
2.930124,11.147616,Africa,Cameroon,Sud,New-Bell,Unknown,06-01-2016,07-04-2016,Confirmed,Influenza - Avian,Domestic, Chicken,6000,1439,1439
3.832964,11.470791,Africa,Cameroon,Centre,AkoudouÃƒÂ© II (Biyem Assi),Unknown,05-30-2016,07-04-2016,Confirmed,Influenza - Avian,Domestic, Chicken,500,200,200
23.7379,120.23,Asia,Taiwan (Province of China),Taiwan Sheng,Taixi Township,Exact,05-30-2016,06-20-2016,Confirmed,Influenza - Avian,Domestic, Chicken,13580,3224,3224
24.3349,120.714,Asia,Taiwan (Province of China),Taiwan Sheng,Waipu District,Exact,05-27-2016,06-20-2016,Confirmed,Influenza - Avian,Domestic, Chicken,495,68,68
3.755666,11.46825,Africa,Cameroon,Centre,Mekounou - Afanoyoa,Unknown,05-26-2016,07-04-2016,Confirmed,Influenza - Avian,Domestic, Chicken,5813,30,30
2.909731,11.14532,Africa,Cameroon,Sud,Angale,Unknown,05-24-2016,07-04-2016,Confirmed,Influenza - Avian,Domestic, Chicken,500,200,200
3.950039,11.498142,Africa,Cameroon,Centre,Nkolodom,Unknown,05-23-2016,07-04-2016,Confirmed,Influenza - Avian,Domestic, Chicken,500,133,133
2.938355,11.14659,Africa,Cameroon,Sud,John Holth,Unknown,05-23-2016,07-04-2016,Confirmed,Influenza - Avian,Domestic, Chicken,66,66,66
19.879192,-103.599221,Americas,Mexico,Jalisco,Sayula,Unknown,05-11-2016,06-01-2016,Confirmed,Influenza - Avian,Domestic, Chicken,151000,15,0
33.8707,36.1399,Asia,Lebanon,Bekaa,Sariin Tehta,Exact,05-10-2016,06-14-2016,Confirmed,Influenza - Avian,Domestic, Chicken,126000,20000,20000
23.0091,120.308,Asia,Taiwan (Province of China),Taiwan Sheng,Guanmiao District,Exact,04-29-2016,05-05-2016,Confirmed,Influenza - Avian,Domestic, Chicken,8470,3583,3583
44.727647,11.857355,Europe,Italy,Emilia-romagna,Ferrara,Exact,04-29-2016,05-02-2016,Confirmed,Influenza - Avian,Domestic, Chicken,17000,2000,600
44.727647,11.857355,Europe,Italy,Emilia-romagna,Ferrara,Exact,04-29-2016,05-02-2016,Confirmed,Influenza - Avian,Domestic, Chicken,17000,2000,600
24.3585,120.575,Asia,Taiwan (Province of China),Taiwan Sheng,DaÃ¢â‚¬â„¢an District,Exact,04-28-2016,06-20-2016,Confirmed,Influenza - Avian,Domestic, Chicken,19,0,0
5.51299,-0.45118,Africa,Ghana,Central,CP Roman,Exact,04-25-2016,05-13-2016,Confirmed,Influenza - Avian,Domestic, Chicken,9000,1278,1278
5.51299,-0.45118,Africa,Ghana,Central,CP Roman,Exact,04-25-2016,05-15-2016,Confirmed,Influenza - Avian,Domestic, Chicken,9000,1278,1278
22.6073,120.417,Asia,Taiwan (Province of China),Taiwan Sheng,Daliao Distict,Exact,04-20-2016,05-05-2016,Confirmed,Influenza - Avian,Domestic, Chicken,1085,5,5
18.555901,-97.578911,Americas,Mexico,Puebla,Tepanco de LÃƒÂ³pez,Exact,04-20-2016,04-22-2016,Confirmed,Influenza - Avian,Domestic, Chicken,5,5,0
5.591509,-0.226957,Africa,Ghana,Greater Accra,Ablekuma NIC,Centroid Admin2,04-15-2016,04-19-2016,Confirmed,Influenza - Avian,Domestic, Chicken,1746,393,393
6.14182,0.05132,Africa,Ghana,Eastern,Kpong,Exact,04-14-2016,05-13-2016,Confirmed,Influenza - Avian,Domestic, Chicken,4791,2107,2107
5.29234,-1.98894,Africa,Ghana,Western,Brenukyim,Exact,04-12-2016,04-22-2016,Confirmed,Influenza - Avian,Domestic, Chicken,252,102,102
20.783257,-102.911966,Americas,Mexico,Jalisco,Acatic,Exact,04-12-2016,04-22-2016,Confirmed,Influenza - Avian,Domestic, Chicken,161000,1,0
17.03111,-97.928973,Americas,Mexico,Oaxaca,Putla Villa de Guerrero,Exact,04-09-2016,04-22-2016,Confirmed,Influenza - Avian,Domestic, Chicken,1300,1203,1203
45.11046,26.0801,Europe,Romania,Prahova,Gornet,Exact,04-07-2016,04-11-2016,Confirmed,Newcastle Disease,Domestic, Chicken,70000,13314,4455
22.6073,120.417,Asia,Taiwan (Province of China),Taiwan Sheng,Daliao District,Exact,04-06-2016,04-19-2016,Confirmed,Influenza - Avian,Domestic, Chicken,615,2,2
18.555901,-97.578922,Americas,Mexico,Puebla,Tepanco de LÃƒÂ³pez,Exact,04-05-2016,04-22-2016,Confirmed,Influenza - Avian,Domestic, Chicken,500,313,313
19.796812,-97.303159,Americas,Mexico,Puebla,Jalacingo,Exact,04-05-2016,04-22-2016,Confirmed,Influenza - Avian,Domestic, Chicken,8,7,7
18.821123,-97.166337,Americas,Mexico,Veracruz,Nogales,Exact,04-05-2016,04-22-2016,Confirmed,Influenza - Avian,Domestic, Chicken,10000,500,200
32.155077,34.896806,Asia,Israel,Central District,HOD HASHARON,Exact,04-05-2016,04-17-2016,Confirmed,Newcastle Disease,Domestic, Chicken,12200,0,0
6.14182,0.05132,Africa,Ghana,Eastern,Abusia Kope,Exact,04-03-2016,04-22-2016,Confirmed,Influenza - Avian,Domestic, Chicken,3940,2210,2210
9.83279,8.86445,Africa,Nigeria,Plateau,Bamkap,Exact,04-01-2016,04-03-2016,Confirmed,Influenza - Avian,Domestic, Chicken,4878,76,76
9.85405,8.85002,Africa,Nigeria,Plateau,Rantya,Exact,03-31-2016,04-03-2016,Confirmed,Influenza - Avian,Domestic, Chicken,204,2,2
9.8802,8.0058,Africa,Nigeria,Kaduna,Ranya Lowcost,Exact,03-31-2016,04-03-2016,Confirmed,Influenza - Avian,Domestic, Chicken,13536,200,200
32.364533,35.032089,Asia,Israel,Central District,ZEMER,Exact,03-25-2016,04-17-2016,Confirmed,Newcastle Disease,Domestic, Chicken,10,10,5
9.8737,8.8479,Africa,Nigeria,Plateau,Rantiya low cost,Exact,03-20-2016,03-29-2016,Confirmed,Influenza - Avian,Domestic, Chicken,8995,206,206
12.2634,7.3414,Africa,Nigeria,Katsina,Dutsin Ma,Exact,03-20-2016,03-29-2016,Confirmed,Influenza - Avian,Domestic, Chicken,2000,90,90
6.3408,5.6636,Africa,Nigeria,Edo,Ikpoba Ikha,Exact,03-19-2016,03-29-2016,Confirmed,Influenza - Avian,Domestic, Chicken,2000,410,410
12.0833,8.5131,Africa,Nigeria,Kano,Ungogo,Exact,03-18-2016,03-29-2016,Confirmed,Influenza - Avian,Domestic, Chicken,120,15,15
11.9474,8.5126,Africa,Nigeria,Kano,Kumbotso,Exact,03-17-2016,03-29-2016,Confirmed,Influenza - Avian,Domestic, Chicken,779,17,17
9.891,8.8015,Africa,Nigeria,Plateau,Rantya,Exact,03-16-2016,03-20-2016,Confirmed,Influenza - Avian,Domestic, Chicken,1600,14,14
21.672895,100.018669,Asia,Myanmar,Shan (E),Monglar,Exact,03-15-2016,02-07-2017,Confirmed,Influenza - Avian,Domestic, Chicken,300,5,0
32.465471,34.997862,Asia,Israel,Haifa,GAN HASHOMERON,Exact,03-15-2016,04-17-2016,Confirmed,Newcastle Disease,Domestic, Chicken,22000,0,0
22.633621,120.36407,Asia,Taiwan (Province of China),Taiwan Sheng,Fengshan District,Exact,03-15-2016,04-11-2016,Confirmed,Influenza - Avian,Domestic, Chicken,677,13,13
9.83539,8.86236,Africa,Nigeria,Plateau,Rantya,Exact,03-15-2016,03-20-2016,Confirmed,Influenza - Avian,Domestic, Chicken,934,100,100
6.5371,5.5671,Africa,Nigeria,Edo,Oredo,Exact,03-14-2016,03-18-2016,Confirmed,Influenza - Avian,Domestic, Chicken,3550,620,620
6.3619,5.6247,Africa,Nigeria,Edo,Ikpoba,Exact,03-14-2016,03-18-2016,Confirmed,Influenza - Avian,Domestic, Chicken,2000,323,323
6.3408,5.6636,Africa,Nigeria,Edo,Ikpoba,Exact,03-14-2016,03-18-2016,Confirmed,Influenza - Avian,Domestic, Chicken,1000,62,62
6.3463,5.6394,Africa,Nigeria,Edo,Ikpoba,Exact,03-14-2016,03-18-2016,Confirmed,Influenza - Avian,Domestic, Chicken,3200,430,430
11.9237,8.4609,Africa,Nigeria,Kano,Kumbotso,Exact,03-14-2016,03-20-2016,Confirmed,Influenza - Avian,Domestic, Chicken,2000,200,200
11.9293,8.4444,Africa,Nigeria,Kano,Kumbotso,Exact,03-14-2016,03-20-2016,Confirmed,Influenza - Avian,Domestic, Chicken,4275,60,60
12.0167,8.5959,Africa,Nigeria,Kano,Nasarawa,Exact,03-14-2016,03-20-2016,Confirmed,Influenza - Avian,Domestic, Chicken,531,32,32
12.8512,7.7048,Africa,Nigeria,Katsina,Rimi,Exact,03-13-2016,03-20-2016,Confirmed,Influenza - Avian,Domestic, Chicken,2000,193,193
11.7268,8.2254,Africa,Nigeria,Kano,Kura,Exact,03-13-2016,03-20-2016,Confirmed,Influenza - Avian,Domestic, Chicken,152,40,40
5.316667,-4.033333,Africa,CÃƒÂ´te d'Ivoire,District autonome de Abidjan,Treicheville main market,Exact,03-12-2016,07-27-2016,Confirmed,Influenza - Avian,Domestic, Chicken,90,1,0
